Time (s);Magnetic Field x (µT);Magnetic Field y (µT);Magnetic Field z (µT);Absolute field (µT)
13,22406633;-48,212677;-34,88503265;56,53509521;82,08315733
13,23399833;-47,95352173;-34,62200165;56,64501953;81,89555227
13,24392933;-48,27984619;-35,01502991;56,98106384;82,48537752
13,25386133;-48,19766235;-34,57831573;56,37646484;81,83508028
13,26379233;-48,30703735;-35,05990601;56,90388489;82,46707817
13,27372433;-47,81085205;-34,2876358;56,73788452;81,73559251
13,28365533;-48,13635254;-34,94432068;56,9949646;82,38106562
13,29358733;-47,98266602;-34,48316956;57,06575012;82,14575496
13,30351933;-48,37957764;-34,73600769;57,05886841;82,4796231
13,31345033;-48,03366089;-34,37748718;56,26634216;81,5778491
13,32338233;-48,234375;-34,98531342;56,71096802;82,25971663
13,33331346;-47,94354248;-34,46282196;56,63777161;81,81751974
13,34324546;-48,39608765;-35,12810516;57,05169678;82,65023398
13,35317746;-48,11032104;-34,6077652;56,36213684;81,78625112
13,36310846;-48,26028442;-35,00869751;56,81803894;82,35868808
13,37304046;-48,04272461;-34,66424561;56,89234924;82,13679269
13,38297146;-48,18865967;-35,217453;57,04478455;82,56223931
13,39290346;-47,71832275;-34,78566742;56,4801178;81,7134303
13,40283546;-48,26394653;-35,20454407;56,41366577;82,16611311
13,41276646;-48,04669189;-34,81204224;56,50254822;81,93229425
13,42269846;-48,41156006;-34,9656601;57,0431366;82,58447775
13,43262946;-48,19039917;-34,57833862;57,00410461;82,26447603
13,44256146;-48,1796875;-34,95079803;56,72372437;82,22178225
13,45249346;-47,99569702;-34,71534729;56,59449768;81,92484018
13,46242446;-48,21826172;-34,61253357;56,52320862;81,96280471
13,47235646;-48,12875366;-34,67256927;56,70983887;82,06442477
13,48228746;-48,1317749;-34,99600983;56,84387207;82,2958945
13,49221946;-48,13046265;-34,7999115;56,5586853;82,01499959
13,50215146;-48,40390015;-35,05814362;57,05381775;82,62656415
13,51208246;-47,88842773;-34,8850174;56,50514221;81,87244375
13,52201446;-47,99261475;-35,06138611;56,33404541;81,8908819
13,53194546;-47,86834717;-34,88034821;56,48091125;81,84198609
13,54187746;-47,94946289;-35,37102509;56,88035583;82,3749676
13,55180946;-47,73422241;-34,92936707;56,59733582;81,86498088
13,56174046;-47,82003784;-35,35460663;56,68438721;82,15731241
13,57167246;-48,06921387;-34,64308167;56,93487549;82,17282079
13,58160346;-48,23403931;-34,72489166;57,14430237;82,44884439
13,59153546;-47,82369995;-34,68332672;56,52711487;81,76401497
13,60146746;-47,87313843;-35,15151215;56,29888916;81,83539033
13,61139846;-47,86358643;-34,8406601;56,39083862;81,76014421
13,62133046;-47,91571045;-35,10328674;57,00299072;82,32555496
13,63126146;-47,90344238;-35,1655426;57,44297791;82,65017174
13,64119346;-48,06677246;-35,2893219;57,30754089;82,70371877
13,65112546;-47,95974731;-34,74923706;57,21987915;82,35145056
13,66105646;-48,0607605;-34,74853516;57,64764404;82,70760702
13,67098846;-47,91842651;-34,74530792;57,37934875;82,43665256
13,68091946;-48,05618286;-35,06183624;57,29685974;82,59333634
13,69085146;-47,88220215;-34,86019897;56,83360291;82,08530425
13,70078346;-48,04104614;-35,11306;56,54321289;82,08534596
13,71071446;-47,90231323;-34,75212097;56,79338074;82,02334802
13,72064646;-47,99304199;-35,08982086;56,69973755;82,1552667
13,73057746;-47,87042236;-34,88037872;56,51751709;81,86847925
13,74050946;-48,11953735;-35,10243988;56,53204346;82,11907877
13,75044146;-48,0012207;-34,71630859;56,49163818;81,85746427
13,76037246;-48,01977539;-34,95697784;56,6963501;82,11190683
13,77030446;-48,04745483;-35,04681396;56,77020264;82,21735214
13,78023546;-48,32138062;-34,8215332;57,0196991;82,45447886
13,79016746;-48,31311035;-34,53688049;56,65527344;82,0778457
13,80009946;-48,26126099;-34,83098602;57,04533386;82,44099111
13,81003046;-48,12384033;-34,67180634;56,68370056;82,04315981
13,81996246;-48,16876221;-34,77407074;56,9669342;82,30854902
13,82989346;-47,94387817;-34,63307953;57,09214783;82,20449498
13,83982546;-48,17349243;-34,78127289;56,97116089;82,31728549
13,84975646;-48,08279419;-34,69628143;56,50794983;81,9080914
13,85968846;-48,27593994;-35,02261353;56,54602051;82,18638738
13,86962046;-48,10372925;-34,79114532;56,78215027;82,1498944
13,87955146;-48,16278076;-34,9509201;57,06620789;82,44860429
13,88948346;-48,16235352;-34,72200012;57,05432129;82,34333711
13,89941546;-47,97375488;-34,94883728;57,05967712;82,33291649
13,90934646;-47,97686768;-34,722435;56,78311157;82,04723691
13,91927846;-48,12417603;-34,88059998;56,31800842;81,87985494
13,92920946;-48,24380493;-34,85948181;56,32298279;81,94465557
13,93914146;-48,18710327;-34,81162262;56,58258057;82,06969242
13,94907246;-48,0670166;-35,13037109;56,74584961;82,24762918
13,95900446;-48,00085449;-34,85128784;56,97924805;82,25162007
13,96893646;-48,15328979;-34,48792267;57,14614868;82,30333187
13,97886746;-48,40307617;-34,69122314;57,0909729;82,49677529
13,98879946;-47,99356079;-34,69959259;56,72180176;82,00491691
13,99873046;-48,04559326;-34,98192596;56,8629303;82,25270219
14,00866246;-48,15597534;-34,89170837;56,70317078;82,16860015
14,01859446;-48,16680908;-34,78681183;57,29164124;82,53784544
14,02852546;-48,30020142;-34,50287628;57,10794067;82,36913752
14,03845746;-48,17358398;-34,64707947;56,80595398;82,14639808
14,04838846;-48,09664917;-35,05767822;56,85467529;82,30906734
14,05832046;-47,92987061;-34,84323883;56,95780945;82,19194514
14,06825246;-48,15609741;-34,97432709;56,72520447;82,21898865
14,07818346;-48,11865234;-35,18956757;56,80511475;82,34398236
14,08811546;-48,16033936;-35,02355957;57,3734436;82,69087037
14,09804646;-48,21881104;-35,07138824;57,1622467;82,59890108
14,10797846;-48,16732788;-34,85247803;57,08428955;82,42210149
14,11791046;-47,97692871;-35,05648041;57,15893555;82,44929605
14,12784146;-47,97143555;-34,67156982;56,81959534;82,04780799
14,13777346;-48,03649902;-34,77235413;56,92399597;82,20074919
14,14770446;-48,01229858;-35,07750702;57,10820007;82,44367065
14,15763646;-48,08331299;-34,97654724;56,66572571;82,13627892
14,16756846;-48,12783813;-34,95953369;56,48925781;82,03349345
14,17749946;-48,12783813;-34,95953369;56,48925781;82,03349345
14,18743146;-48,08990479;-34,76298523;56,57600403;81,98748878
14,19736246;-48,0881958;-34,62089539;56,80014038;82,0812824
14,20729446;-48,03921509;-34,74991608;56,99362183;82,2410833
14,21722646;-48,06661987;-34,56321716;56,85449219;82,0819664
14,22715746;-48,08792114;-34,70591736;57,22013855;82,40808889
14,23708946;-47,92559814;-34,80458069;57,07333374;82,25318972
14,24702046;-48,08807373;-34,77624512;56,96359253;82,25995948
14,25695246;-47,95877075;-34,66149139;56,83930969;82,04980076
14,26688446;-47,95028687;-34,75959015;56,9317627;82,15037871
14,27681546;-48,22897339;-34,96350098;57,17367554;82,56699976
14,28674746;-48,20877075;-34,89510345;56,90374756;82,33948208
14,29667846;-48,00595093;-34,87637329;57,14500427;82,38012049
14,30661046;-47,9168396;-34,66705322;56,68902588;81,92358483
14,31654246;-48,07183838;-34,84586334;56,9332428;82,25892032
14,32647346;-47,99072266;-34,91387939;56,30329895;81,8055616
14,33640508;-48,14624023;-34,82929993;56,44972229;81,96164791
14,34633608;-47,81402588;-34,94837952;56,96247864;82,17234495
14,35626808;-47,98544312;-34,85204315;56,65786743;82,02061695
14,36620008;-47,96130371;-34,78243256;56,94520569;82,17579156
14,37613108;-48,09240723;-35,14332581;57,06668091;82,48962996
14,38606308;-48,1701355;-34,86281586;57,23266602;82,53093931
14,39599408;-48,20123291;-34,76999664;56,71678162;82,15293566
14,40592608;-48,02529907;-34,88375092;56,63987732;82,04499456
14,41585808;-48,21472168;-34,73348236;56,64680481;82,09710518
14,42578908;-48,08184814;-34,79282379;56,84161377;82,17891314
14,43572108;-48,15921021;-34,90545654;56,68618774;82,16461711
14,44565208;-48,04736328;-34,92871094;56,62382507;82,06595842
14,45558408;-48,0279541;-35,00497437;57,16828918;82,46360345
14,46551608;-47,88595581;-35,18875122;56,6999054;82,13520712
14,47544708;-47,96636963;-35,16513824;56,66664124;82,14905838
14,48537908;-47,925354;-35,13024902;56,64067078;82,09226236
14,49531008;-47,89141846;-35,12757874;56,3164978;81,84792407
14,50524208;-47,82711792;-35,1133194;56,36782837;81,83954107
14,51517408;-47,92926025;-34,92299652;56,74729919;82,07975171
14,52510508;-47,95074463;-34,50812531;56,87036133;82,00196717
14,53503708;-47,95355225;-34,70270538;56,69984436;81,96763559
14,54496808;-48,02236938;-34,69374084;56,75860596;82,04476196
14,55490008;-47,96633911;-34,78067017;56,86816406;82,12461743
14,56483208;-48,0010376;-34,60938263;56,94700623;82,12716052
14,57476308;-48,14477539;-34,61476135;56,72583008;82,06047099
14,58469508;-48,06826782;-34,5700531;56,80253601;82,04983266
14,59462608;-47,99490356;-34,70941162;56,6204834;81,93981428
14,60455808;-48,0229187;-34,65724182;57,06715393;82,24345074
14,61448908;-48,32391357;-34,68532562;56,98390198;82,37376719
14,62442108;-48,00393677;-34,66313171;56,59146118;81,90545845
14,63435308;-48,12249756;-34,98095703;56,38900757;81,97049653
14,64428408;-48,04736328;-34,72607422;56,41011047;81,83245024
14,65421608;-48,23049927;-34,7791214;56,56513977;82,06938151
14,66414708;-48,00073242;-34,93321991;56,8037262;82,16485548
14,67407908;-47,94332886;-34,84481049;56,33068848;81,76716984
14,68401108;-47,69552612;-34,68671417;56,44923401;81,63667909
14,69394208;-47,87844849;-34,69722748;56,15272522;81,54368138
14,70387408;-47,86706543;-34,64936066;56,36338806;81,66189846
14,71380508;-48,07650757;-34,6555481;56,75892639;82,06054666
14,72373708;-47,94454956;-34,7600708;56,65737915;81,95731186
14,73366908;-47,85491943;-34,87181091;56,96360779;82,16440301
14,74360008;-47,7147522;-34,98802948;56,94842529;82,12175672
14,75353208;-47,87265015;-35,20094299;57,05029297;82,3749534
14,76346308;-47,94644165;-35,12078857;56,54721069;82,036078
14,77339508;-48,27047729;-35,25398254;57,00495911;82,5981091
14,78332708;-48,15863037;-35,07991028;56,91677856;82,3976545
14,79325808;-48,15551758;-34,91904449;56,83952332;82,27408433
14,80319008;-47,78384399;-34,8119278;56,56770325;81,82341422
14,81312108;-47,81500244;-35,01811981;57,25946045;82,40867057
14,82305308;-47,9770813;-34,85041809;57,239151;82,4176703
14,83298508;-48,0927124;-35,42572021;57,17643738;82,68636907
14,84291608;-47,92767334;-35,08905792;56,83374023;82,20935401
14,85284808;-48,00564575;-34,85610962;56,67124939;82,04340869
14,86277908;-48,13809204;-34,55601501;56,66744995;81,99142616
14,87271108;-48,38989258;-34,81417084;56,83892822;82,36669203
14,88264308;-48,11477661;-34,71033478;56,30435181;81,79253695
14,89257408;-48,30447388;-34,94223785;56,80509949;82,34744386
14,90250608;-48,34573364;-34,811203;56,7610321;82,28574957
14,91243708;-48,40792847;-35,15617371;56,97567749;82,61665639
14,92236908;-48,43765259;-34,76379395;56,94854736;82,44916376
14,93230108;-48,33209229;-34,86547089;57,15077209;82,56998823
14,94223208;-48,09439087;-35,10260773;56,91651917;82,3696161
14,95216408;-48,12463379;-35,18795013;57,11515808;82,56096835
14,96209508;-48,16995239;-35,05512238;57,20809937;82,59523322
14,97202708;-48,22467041;-35,38404083;56,81417847;82,49545476
14,98195908;-48,19619751;-35,12722015;56,40647888;82,0882812
14,99189008;-48,23080444;-35,14245605;56,19596863;81,97066307
15,00182208;-48,00228882;-35,00086212;56,02746582;81,66000862
15,01175308;-48,19387817;-35,08296204;55,93458557;81,74436972
15,02168508;-48,26382446;-34,84992218;56,57495117;82,1257507
15,03161708;-48,31027222;-34,7736969;56,8692627;82,32378415
15,04154808;-48,13861084;-34,42444611;56,85620117;82,06702112
15,05148008;-48,44110107;-34,87981415;57,27156067;82,72347532
15,06141108;-48,37356567;-34,84411621;56,81454468;82,35294031
15,07134308;-48,39163208;-34,89563751;56,6834259;82,29499587
15,08127508;-47,96737671;-34,992836;57,30828857;82,52034742
15,09120608;-48,03302002;-35,11547852;57,21818542;82,54809863
15,10113808;-48,07739258;-34,88864899;56,73971558;82,14650832
15,11106908;-48,17819214;-35,10588074;56,59184265;82,19609306
15,12100108;-47,88409424;-35,01522064;56,39134216;81,84702578
15,13093208;-48,15319824;-35,09454346;56,4710083;82,09343616
15,14086408;-48,01095581;-35,16753387;56,99440002;82,40248146
15,15079608;-48,27819824;-35,09516907;56,65620422;82,29447609
15,16072708;-48,00149536;-34,87781525;56,89352417;82,20388461
15,17065908;-48,00149536;-34,87781525;56,89352417;82,20388461
15,18059008;-48,16827393;-35,44757843;56,72080994;82,425504
15,19052208;-47,80944824;-35,18738556;57,05282593;82,3341994
15,20045408;-48,03985596;-35,29066467;56,86923218;82,38548623
15,21038508;-48,01556396;-35,26359558;57,01983643;82,46379389
15,22031708;-48,24078369;-35,15206909;57,0670166;82,58017653
15,23024808;-48,22488403;-34,95326233;57,00889587;82,44625035
15,24018008;-48,13665771;-35,18949127;56,79013062;82,3441379
15,25011208;-47,96026611;-34,92580414;57,20980835;82,41942181
15,26004308;-48,09915161;-35,19978333;57,04414368;82,50204518
15,26997508;-47,94934082;-34,80500031;57,06326294;82,26021705
15,27990608;-48,02832031;-34,69495392;56,88986206;82,13961154
15,28983808;-47,97198486;-34,49106598;57,02366638;82,11360114
15,29977008;-48,20825195;-34,74555206;56,79554749;82,2011141
15,30970108;-47,9029541;-34,52180481;56,84753418;81,96395648
15,31963308;-48,11761475;-34,75955963;57,0269165;82,31403915
15,32956408;-48,02215576;-34,42927551;57,18388367;82,22833458
15,33949667;-48,23165894;-34,73390198;57,48777771;82,68966959
15,34942867;-48,36685181;-34,67300415;57,05107117;82,4402468
15,35935967;-48,43963623;-34,71697998;57,03045654;82,48721132
15,36929167;-48,08206177;-34,59673309;56,7802887;82,05376158
15,37922267;-48,11312866;-34,63626862;56,823349;82,11843426
15,38915467;-48,05410767;-34,65765381;56,79759216;82,07506751
15,39908667;-48,20977783;-34,9540863;57,1088562;82,50692265
15,40901767;-47,96984863;-34,58601379;56,37687683;81,70465696
15,41894967;-48,19244385;-34,58703613;56,84719849;82,16068822
15,42888067;-48,05337524;-34,26163483;57,00009155;82,04874728
15,43881267;-48,20455933;-34,81899261;57,0552063;82,40957682
15,44874467;-48,04629517;-34,73680878;57,19671631;82,38056033
15,45867567;-48,05944824;-34,89213562;57,06871033;82,36509814
15,46860767;-47,90292358;-34,84877014;56,93435669;82,16232616
15,47853867;-48,25274658;-35,07079315;57,03631592;82,53138445
15,48847067;-48,05996704;-34,75115967;56,72317505;82,06657126
15,49840267;-48,02871704;-34,9695282;57,09231567;82,39634744
15,50833367;-48,05392456;-34,66882324;57,026474;82,23822534
15,51826567;-48,12753296;-34,75695038;57,17730713;82,4229912
15,52819667;-48,04501343;-34,44313812;56,80395508;81,98379347
15,53812867;-48,21261597;-34,91600037;57,27354431;82,60655118
15,54806067;-48,06085205;-34,52715302;57,13008118;82,25458024
15,55799167;-48,22000122;-34,96211243;56,77026367;82,28232289
15,56792367;-47,93426514;-34,73480225;56,89231873;82,10320451
15,57785467;-48,37145996;-34,93789673;57,45135498;82,8318354
15,58778667;-48,01702881;-34,55615997;57,13769531;82,24645569
15,59771767;-48,23370361;-34,63532257;57,07762146;82,36474128
15,60764967;-48,10998535;-34,60968018;56,73153687;82,04186692
15,61758167;-48,14431763;-34,9079895;56,96582031;82,35015322
15,62751267;-48,1656189;-34,37902832;57,13807678;82,25937181
15,63744467;-48,22344971;-34,94972229;56,97517395;82,42059595
15,64737667;-47,92440796;-34,75543213;57,18978882;82,31258036
15,65730767;-48,34884644;-34,92324829;56,98666382;82,49075146
15,66723967;-48,31152344;-34,88945007;57,03587341;82,48859242
15,67717067;-48,11557007;-34,87111664;57,06768799;82,38825081
15,68710267;-48,07138062;-34,75282288;56,92668152;82,21473956
15,69703367;-48,39187622;-34,79930878;57,02696228;82,49145412
15,70696567;-48,39981079;-34,51421356;56,7726593;82,20041038
15,71689767;-48,38973999;-34,85655975;56,84573364;82,38922337
15,72682867;-48,04818726;-34,55262756;57,28840637;82,36791775
15,73676067;-48,3442688;-35,10328674;57,07145691;82,62300079
15,74669267;-48,15667725;-34,53372955;57,01615906;82,23433853
15,75662367;-48,12121582;-35,1126709;56,74217224;82,26922377
15,76655567;-48,07400513;-34,90651703;56,91177368;82,27104523
15,77648667;-48,25015259;-34,92829132;57,00367737;82,44684344
15,78641867;-48,08511353;-34,73448944;57,00140381;82,26677905
15,79634967;-48,20223999;-34,92225647;56,98406982;82,40269505
15,80628167;-48,00491333;-34,7335434;57,00088501;82,21916828
15,81621367;-48,23751831;-34,77561188;57,22698975;82,5295687
15,82614467;-48,09750366;-34,70044708;56,6631012;82,0255931
15,83607667;-48,15774536;-34,99570465;56,97789001;82,40356626
15,84600767;-47,93917847;-34,60779572;56,73493958;81,94338121
15,85593967;-48,08203125;-35,10138702;57,0045166;82,4227154
15,86587167;-47,97579956;-34,6279068;56,5294342;81,83120556
15,87580267;-48,01449585;-35,09571075;56,76196289;82,2132663
15,88573467;-47,72021484;-34,51016235;56,97956848;81,94413606
15,89566567;-48,14370728;-34,77875519;57,03878784;82,34562333
15,90559767;-48,03009033;-34,39328766;56,86567688;81,9969086
15,91552967;-48,2963562;-34,84086609;56,70474243;82,23047967
15,92546067;-48,15228271;-34,51465607;57,06684875;82,25891466
15,93539267;-48,35076904;-34,79937744;57,02954102;82,46915839
15,94532367;-47,93450928;-34,5045929;56,89205933;82,00603956
15,95525567;-48,0012207;-35,03003693;56,89427185;82,26894217
15,96518767;-48,07467651;-34,57554626;56,60227966;81,91740343
15,97511867;-48,28497314;-34,87804413;57,19947815;82,58145612
15,98505067;-48,06838989;-34,64453125;56,56669617;81,91828103
15,99498167;-48,22894287;-35,15912628;56,78460693;82,38134908
16,00491367;-47,95736694;-34,74755859;56,47207642;81,83151769
16,01484567;-48,38674927;-34,87513733;56,50854492;82,16305957
16,02477667;-48,07077026;-34,82991028;56,48762512;81,9437209
16,03470867;-48,34634399;-35,16995239;56,68754578;82,38793829
16,04463967;-48,2046814;-34,73059845;56,5785675;82,04291608
16,05457167;-48,47769165;-34,98674011;56,65036011;82,3615315
16,06450367;-48,18341064;-34,43334961;56,36776733;81,75953657
16,07443467;-48,40246582;-34,96775818;56,71116638;82,35107286
16,08436667;-48,12231445;-34,72527313;56,89137268;82,20845472
16,09429767;-48,51702881;-35,08006287;56,70698547;82,46329545
16,10422967;-48,02090454;-34,6190567;56,48483276;81,82311832
16,11416167;-48,29794312;-34,77423859;56,47937012;82,04790203
16,12409267;-48,10806274;-34,42675781;56,24771118;81,62960473
16,13402467;-48,35839844;-34,84620667;56,84146118;82,36349026
16,14395567;-48,08779907;-34,36604309;56,29336548;81,62355257
16,15388767;-48,08779907;-34,36604309;56,29336548;81,62355257
16,16381967;-48,24716187;-34,88858795;56,37773132;81,99665107
16,17375067;-47,8197937;-34,4034729;56,92326355;81,91818815
16,18368267;-48,24163818;-34,81715393;56,98445129;82,38153647
16,19361367;-47,98516846;-34,46704865;56,62828064;81,83713095
16,20354567;-48,20440674;-34,76426697;56,4785614;81,98809051
16,21347767;-47,97299194;-34,39221191;56,86894226;81,96529016
16,22340867;-48,13711548;-35,08306122;56,54786682;82,13199324
16,23334067;-47,89959717;-34,79289246;56,25973511;81,67052448
16,24327167;-48,19161987;-35,04130554;56,96954346;82,43697109
16,25320367;-47,86233521;-34,71186829;56,91426086;82,06674126
16,26313567;-48,26669312;-35,0637207;56,87115479;82,42248735
16,27306667;-48,00836182;-34,73996735;56,53674316;81,90281719
16,28299867;-48,09967041;-35,04055786;56,73066711;82,21792736
16,29292967;-47,90356445;-34,76888275;56,54977417;81,86271223
16,30286167;-48,18057251;-34,75249481;56,89347839;82,25552472
16,31279267;-47,87890625;-34,22428894;56,47789001;81,56864396
16,32272467;-48,08276367;-34,93276215;56,59732056;82,07013298
16,33265667;-47,88659668;-34,64820099;56,2567749;81,59931799
16,34258767;-48,13064575;-35,10403442;56,97264099;82,43017721
16,35251967;-47,90960693;-34,759758;56,79197693;82,02987173
16,36245067;-48,18844604;-35,13742828;57,41242981;82,78256033
16,37238267;-47,87319946;-34,8186264;56,73867798;81,99669231
16,38231467;-48,11602783;-35,10723114;56,97322083;82,42340507
16,39224567;-48,04455566;-34,52851868;56,73701477;81,97308568
16,40217767;-48,29898071;-34,8891449;56,43832397;82,06904643
16,41210867;-48,11032104;-34,41197968;56,66760254;81,91461722
16,42204067;-48,39419556;-35,18266296;56,80300903;82,5009077
16,43197267;-48,11816406;-34,43691254;56,85424805;82,05890676
16,44190367;-48,29998779;-35,06058502;57,07417297;82,58083714
16,45183567;-48,04586792;-34,72499847;56,9214325;82,18442931
16,46176667;-48,22613525;-34,95584869;57,02580261;82,45976985
16,47169867;-48,08035278;-34,63981628;56,94654846;82,18604856
16,48163067;-48,35638428;-34,72081757;57,02851868;82,43862575
16,49156167;-48,07489014;-34,70742035;56,63317871;81,9946158
16,50149367;-48,21652222;-34,8907547;56,35858154;81,96638025
16,51142467;-48,19342041;-34,75778961;56,76786804;82,17846769
16,52135667;-48,28933716;-35,03709412;57,11853027;82,59530585
16,53128867;-48,04974365;-34,66888428;56,75701904;82,04918411
16,54121967;-48,23986816;-35,06919861;56,87263489;82,41013391
16,55115167;-48,05807495;-34,91349792;56,74014282;82,1460572
16,56108267;-48,12915039;-34,92256165;56,95884705;82,34264197
16,57101467;-48,06542969;-34,83334351;56,74978638;82,12299072
16,58094667;-48,21392822;-35,12985229;56,91880798;82,45265368
16,59087767;-47,84942627;-34,70557404;56,35926819;81,67258765
16,60080967;-48,11618042;-34,73040009;56,50881958;81,94274952
16,61074067;-47,94616699;-34,56778717;56,60388184;81,83988195
16,62067267;-48,27978516;-34,94439697;56,68798828;82,25312486
16,63060467;-47,79595947;-34,48854828;56,25994873;81,48064516
16,64053567;-48,12155151;-34,89415741;56,97114563;82,33466691
16,65046767;-48,01275635;-34,85858154;56,80278015;82,13952345
16,66039867;-48,2598877;-35,02623749;56,60276794;82,21756146
16,67033067;-48,20278931;-34,61606598;56,75961304;82,11841811
16,68026267;-48,29800415;-34,4145813;56,98074341;82,24272448
16,69019367;-48,24841309;-34,43643188;57,07765198;82,28994812
16,70012567;-48,29998779;-34,57902527;57,01489258;82,33647907
16,71005667;-48,18338013;-34,20256042;57,34992981;82,34359544
16,71998867;-48,21261597;-34,3420639;57,37507629;82,4362364
16,72992067;-48,05249023;-34,33719635;57,10681152;82,15395787
16,73985167;-48,31219482;-34,52103424;57,0241394;82,32570952
16,74978367;-48,087677;-34,55587006;57,12785339;82,28076609
16,75971467;-48,12219238;-34,89740753;56,67514038;82,13188169
16,76964667;-47,95770264;-34,66501617;56,93534851;82,11722413
16,77957867;-48,0894165;-34,85780334;56,70796204;82,1185204
16,78950967;-48,21755981;-34,71860504;56,59953308;82,0598669
16,79944167;-48,29421997;-34,57674408;56,99058533;82,31530678
16,80937267;-48,03881836;-34,62479401;57,01928711;82,20586069
16,81930467;-48,17578125;-34,7934494;56,629776;82,08788918
16,82923667;-48,03271484;-34,50003815;56,78393555;81,9866432
16,83916767;-48,06546021;-34,72607422;57,23556519;82,41418942
16,84909967;-47,79525757;-34,81814575;57,24221802;82,30043404
16,85903067;-48,06292725;-34,82974243;57,11412048;82,37219611
16,86896267;-47,9664917;-34,67816925;57,20462036;82,31481239
16,87889367;-47,86807251;-34,8066864;57,19715881;82,30657787
16,88882567;-47,93414307;-34,46501923;56,78010559;81,91153773
16,89875767;-47,99740601;-34,75143433;57,35667419;82,46939581
16,90868867;-48,07476807;-34,45036316;57,11141968;82,21754742
16,91862067;-48,04092407;-34,5586853;57,31880188;82,38736653
16,92855167;-47,93981934;-34,76450348;57,14819336;82,29649436
16,93848367;-48,11621094;-34,63704681;57,10830688;82,31800218
16,94841567;-48,02941895;-34,72402191;56,7961731;82,08768519
16,95834667;-48,09234619;-34,63892365;56,85742188;82,13096381
16,96827867;-48,11907959;-34,4059906;56,62559509;81,88819225
16,97820967;-48,32345581;-34,29909515;56,85420227;82,12176706
16,98814167;-48,08474731;-34,40544128;57,1210022;82,2112292
16,99807367;-48,24420166;-34,54560089;56,94300842;82,23994007
17,00800467;-48,1819458;-34,62258148;56,77281189;82,1180566
17,01793667;-48,20870972;-34,60651398;56,98208618;82,2717974
17,02786767;-48,30679321;-34,55741119;56,99525452;82,31779866
17,03779967;-48,16864014;-34,96736908;56,92892456;82,36405311
17,04773167;-48,33102417;-34,80252838;56,98931885;82,43110057
17,05766267;-48,17788696;-34,47422028;56,98880005;82,20282226
17,06759467;-48,01309204;-34,56484222;56,90350342;82,08528508
17,07752567;-48,47006226;-34,48976135;57,03912354;82,41572779
17,08745767;-48,32513428;-34,57020569;57,31668091;82,55676613
17,09738967;-48,46664429;-34,40634918;57,26748657;82,53712795
17,10732067;-48,43701172;-34,74127197;56,81306458;82,34576121
17,11725267;-48,16073608;-34,87799072;56,89309692;82,29675094
17,12718367;-48,32623291;-34,97310638;56,91378784;82,44830019
17,13711567;-48,18145752;-34,83480072;56,64425659;82,11874326
17,14704767;-48,18145752;-34,83480072;56,64425659;82,11874326
17,15697867;-48,33911133;-34,90755463;56,58953857;82,20451891
17,16691067;-48,05691528;-35,02740479;56,73284912;82,18882139
17,17684167;-48,06884766;-34,71092224;56,85490417;82,14586031
17,18677367;-48,18640137;-34,83112335;56,70529175;82,16219656
17,19670567;-48,21600342;-34,84863281;56,50509644;82,04898609
17,20663667;-48,20367432;-34,98493195;56,895401;82,36884324
17,21656867;-48,17532349;-35,07770538;56,95626831;82,43375345
17,22649967;-48,06442261;-35,07691956;56,45025635;82,01957357
17,23643167;-47,94125366;-34,90738678;56,46031189;81,88196549
17,24636367;-48,29150391;-34,88476563;56,85121155;82,34729186
17,25629467;-48,04296875;-34,80951691;56,8659668;82,18009183
17,26622667;-47,85787964;-34,59100342;56,5369873;81,75172839
17,27615767;-48,07821655;-34,77328491;56,9216156;82,2238808
17,28608967;-47,97338867;-34,91213226;56,56135559;81,97249506
17,29602167;-48,07211304;-34,91488647;56,52764893;82,00824619
17,30595267;-47,88842773;-34,9706955;56,65631104;82,01334425
22,75442621;-46,02947998;-37,32157135;110,9177246;125,7551365
22,76435721;-46,01965332;-37,36334229;110,5505676;125,4402481
22,77428921;-45,9831543;-37,36178589;110,5217133;125,4009674
22,78422021;-45,90774536;-37,40700531;110,8092194;125,6403129
22,79415221;-46,01138306;-37,21327972;111,2204132;125,983554
22,80408421;-45,89456177;-37,22865295;110,7365417;125,5183854
22,81401521;-45,9005127;-37,55956268;110,792923;125,6688092
22,82394721;-45,8374939;-37,36109161;111,3184204;126,0504571
22,83387821;-45,97595215;-37,45839691;110,7218094;125,6034982
22,84381021;-45,96102905;-37,35042572;110,9760513;125,7901207
22,85374121;-46,14517212;-37,45669556;110,9851379;125,897108
22,86367321;-45,80160522;-37,31454468;110,7339096;125,5076134
22,87360521;-45,67532349;-37,43013;111,0624084;125,7859626
22,88353621;-45,67849731;-37,02275085;111,0931473;125,6936616
22,89346821;-45,89697266;-37,12685394;110,5350494;125,3113424
22,90339921;-45,76791382;-37,12110138;110,7352905;125,4391592
22,91333121;-45,66799927;-37,15452576;110,5882111;125,2827896
22,92326221;-45,62432861;-37,20359802;110,9961319;125,6416665
22,93319421;-45,61447144;-37,42861176;111,0859299;125,7841993
22,94312621;-45,65039063;-37,34152222;110,9018402;125,60878
22,95305721;-45,55575562;-37,21183777;110,6289749;125,2949234
22,96298921;-45,62289429;-37,44676971;111,264801;125,9506451
22,97292021;-45,61361694;-37,62911987;111,31604;126,0468702
22,98285221;-45,59399414;-37,49872589;111,1033783;125,8130654
