Time (s);Magnetic Field x (µT);Magnetic Field y (µT);Magnetic Field z (µT);Absolute field (µT)
3,090008292;-25,77509117;43,181633;7,138896942;50,7934307
3,100072292;-25,98818398;43,13465881;7,523822784;50,9175059
3,110136292;-26,20404625;43,06349182;7,474308014;50,96058916
3,120200292;-26,28215218;43,07487106;7,844600677;51,06597497
3,130264292;-26,11647606;42,90605164;7,835174561;50,83689162
3,140328292;-26,55375099;43,32144165;7,688074112;51,39022749
3,150392292;-26,30971336;43,32203674;7,323366165;51,21163517
3,160456292;-26,39615822;43,41506958;7,547134399;51,36715559
3,170519292;-26,05088615;42,98534393;7,571763992;50,83030663
3,180583292;-26,24229622;43,29074097;7,595453262;51,19020682
3,190647292;-25,99194527;43,30426025;7,24641037;51,02304027
3,200711292;-26,09495354;43,49746704;7,21654892;51,23528879
3,210775292;-25,94573021;43,40287399;7,633468628;51,13961508
3,220839292;-26,40315819;43,60079956;8,052721024;51,60429052
3,230903292;-26,01008797;43,4836235;7,724205017;51,25440013
3,240967292;-26,24411964;43,39789581;7,874090195;51,32380026
3,251030292;-25,83686638;43,21466064;7,555276871;50,91299213
3,261094292;-26,23469734;43,36030579;7,510572433;51,23264741
3,271158292;-26,01401329;43,24360657;7,31444931;50,99254421
3,281222292;-26,20676994;43,58590698;7,945474625;51,47481564
3,291286292;-25,79262352;43,23431778;7,55742836;50,90756707
3,301350292;-26,13499641;43,83497238;7,903177261;51,64303488
3,311414292;-25,6487484;43,51049042;7,191253662;51,01700893
3,321478292;-26,29112434;43,58559418;7,554344177;51,45867619
3,331541292;-25,99795723;43,52299118;7,206907272;51,2062892
3,341605292;-25,98817253;43,35029602;7,624927521;51,11528926
3,351669292;-25,68364525;43,25488281;7,642217636;50,88259045
3,361733292;-26,35540581;43,16863251;7,73497963;51,16608406
3,371797292;-25,97575569;42,9666214;7,392606735;50,74959185
3,381861292;-26,36520958;43,12897491;7,654975891;51,12564336
3,391925292;-26,12537575;43,22974014;7,254148483;51,02909328
3,401989292;-26,49763298;43,43549728;7,659473419;51,45322644
3,412052292;-25,91716194;43,01660538;7,117952347;50,72270563
3,422116292;-26,34539223;43,3694458;7,528482437;51,29977162
3,432180292;-25,88928795;43,1770668;7,554426193;50,90759947
3,442244292;-26,35185432;43,6194191;7,182641983;51,46517555
3,452308292;-25,9693203;43,38225937;7,395881653;51,09916917
3,462372292;-26,31653786;43,66567993;8,043525696;51,61346795
3,472436292;-25,75035667;43,38687897;7,439529419;50,99851697
3,482500292;-26,13495064;43,36594391;7,679466248;51,21147272
3,492563292;-25,60858727;43,4478569;7,02340126;50,91997817
3,502627292;-26,15654945;43,46944427;7,807863235;51,3295275
3,512691292;-25,87508202;43,40221405;7,057924271;51,0204503
3,522755292;-26,35382652;43,59740448;7,426961899;51,48220676
3,532819292;-25,74714088;43,25473022;6,916812897;50,81071985
3,542883292;-26,32286263;43,66996765;7,202440262;51,49596409
3,552947292;-25,85390663;43,40383911;7,049596786;51,00994562
3,563011292;-26,22527885;43,66557693;7,949094772;51,55226443
3,573075292;-25,38767052;43,4379921;7,468904495;50,86430483
3,583138292;-26,04398537;43,59238052;7,575468063;51,34172309
3,593202292;-25,64918709;43,18251801;7,687152863;50,81046131
3,603266292;-26,3332119;43,48699951;8,050556183;51,47201793
3,613330292;-26,03566551;43,21295929;7,441825867;50,99604398
3,623394292;-26,35013771;43,44127655;7,681167603;51,38554857
3,633458292;-26,02631569;43,24902344;7,301696777;51,00158735
3,643522292;-25,7402668;43,52859879;7,502504349;51,12326103
3,653586292;-26,24947166;43,62848282;7,579299927;51,47742285
3,663649292;-25,62869453;43,04979706;7,273796082;50,62630857
3,673713292;-26,34361076;43,57362366;7,632787704;51,48694936
3,683777292;-25,66520119;43,47103119;7,013336182;50,96685186
3,693841292;-26,16320992;43,83249283;7,717224121;51,62709104
3,703905292;-25,51019859;43,45275116;7,392126083;50,92696087
3,713973417;-26,15884209;43,36920929;7,187078476;51,15493555
3,724037417;-25,69693947;43,36893463;6,869258881;50,87616246
3,734101417;-26,14872932;43,56128693;7,474479675;51,35376919
3,744164417;-25,59352684;43,29354858;6,93183136;50,76820118
3,754228417;-26,23969078;43,31512451;7,376131058;51,17742367
3,764292417;-25,6595974;43,18580627;7,127880096;50,7369242
